id,latitude,longitude,magnitude,time,catalog_id
10074,31.765416120754317,-116.26738922584144,3.8,2007-01-08 00:27:50.759732907,2
10074,38.071754483849865,-119.03191832897868,3.9,2007-01-08 06:14:14.899815326,5
10074,37.601398438732176,-122.50238045024429,3.8,2007-01-08 00:34:43.011260590,9
10075,37.58871312000777,-122.51984350551282,3.5,2007-01-08 02:32:36.292480837,9
10074,34.822009388300316,-116.39086031504492,4.1,2007-01-08 21:07:34.129922411,11
10075,34.900247011743126,-116.38644409417684,3.4,2007-01-08 21:36:37.772024072,11
10074,32.114961049149784,-115.47502811435137,3.4,2007-01-08 05:08:17.423604523,14
10075,33.19186790202943,-116.41923874064302,3.5,2007-01-08 04:35:00.194789000,17
10074,32.17447807218404,-115.84663975570889,3.5,2007-01-08 21:38:40.574820720,23
10075,32.321294404614406,-115.10890305825522,3.8,2007-01-08 02:24:18.896589808,23
10076,32.32370914748966,-115.08224660890987,3.8,2007-01-08 02:52:32.834721396,23
10075,34.514163456755675,-119.4940794869974,3.5,2007-01-08 17:28:00.397072000,25
10074,31.81424169541323,-116.3511334359054,3.4,2007-01-08 02:20:16.011458804,27
10074,38.785123737578544,-122.77569251767336,4.9,2007-01-08 05:27:49.227377098,28
10074,35.13071255898432,-117.56582297747349,4.1,2007-01-08 03:45:41.014886519,29
10074,39.03679710206157,-123.11809707403417,3.7,2007-01-08 09:40:37.812035751,30
10074,37.450551223054006,-118.842334203806,4.8,2007-01-08 20:39:42.910355730,33
10075,37.442268203336276,-118.8083842315433,3.7,2007-01-08 20:54:11.803878739,33
10074,37.55018906722644,-118.86241348149981,3.9,2007-01-08 09:24:25.023417567,38
10074,33.84093890731946,-117.03711129949374,3.7,2007-01-08 14:40:40.939301914,40
10074,34.1403145137733,-116.7688736591902,4.6,2007-01-08 08:06:46.607262628,43
10074,34.74446744785026,-116.34389575850982,3.7,2007-01-08 04:42:39.935789663,46
10075,40.53972073471503,-124.28927469479008,3.7,2007-01-08 17:39:38.191076000,49
10075,31.28639196895607,-115.41919183950834,3.5,2007-01-08 21:20:27.227919000,51
10074,37.59029339102179,-118.87941417477063,3.5,2007-01-08 16:50:36.146338637,54
10074,37.573067858355884,-118.85974027364223,3.4,2007-01-08 11:42:43.767978927,58
10075,31.93494669257808,-117.37814730240021,3.6,2007-01-08 18:15:49.259859000,64
10074,32.256152529287185,-115.17661115423937,3.4,2007-01-08 07:18:07.405760583,65
10074,33.17496143749873,-115.67762943811022,3.5,2007-01-08 20:44:18.946383697,66
10074,32.34449522535555,-115.23598856622759,3.7,2007-01-08 08:37:10.515240743,71
10075,33.038996051899176,-116.14349514593415,3.5,2007-01-08 16:55:38.280115000,74
10075,40.56241133680672,-124.36472095737837,3.5,2007-01-08 07:51:03.082299000,77
10075,38.69328071632429,-118.01815928576161,3.6,2007-01-08 18:32:05.017619000,78
10075,32.02164303440358,-115.49764875098984,3.7,2007-01-08 07:17:27.930164000,82
10076,31.698168781515104,-114.51533878032167,3.5,2007-01-08 05:29:03.410898226,82
10074,35.69869912478537,-121.05027565153286,3.4,2007-01-08 20:02:13.822397420,83
10074,40.27798223993701,-124.38148273785048,3.9,2007-01-08 00:08:41.988058332,89
10075,40.271603350370995,-124.36703045842839,3.5,2007-01-08 02:58:14.897894501,89
10076,40.27719136980962,-124.39875544568993,3.8,2007-01-08 00:10:40.072323203,89
10075,38.24290139803003,-119.15241868713117,3.7,2007-01-08 11:35:24.361748000,92
10075,33.83801562159114,-117.25342396265839,3.4,2007-01-08 06:50:31.139087000,102
10074,35.5249154773513,-116.43316259048825,3.4,2007-01-08 05:42:10.808760059,105
10075,40.08739679305655,-125.17526162973189,4.8,2007-01-08 01:04:35.564139543,105
10074,31.95908517295716,-117.06494296655015,3.4,2007-01-08 06:43:17.445144013,109
10074,31.899025766851008,-116.54513847880659,3.6,2007-01-08 16:14:59.697321932,111
10074,40.15310323058071,-122.07950110568788,3.9,2007-01-08 10:16:00.986622335,113
10075,34.12901832706337,-116.69700411474176,3.4,2007-01-08 06:42:57.727326000,117
10074,35.51158758501891,-117.74327286683513,3.8,2007-01-08 05:33:30.068563835,119
10074,33.70581310877721,-116.08863246451364,3.9,2007-01-08 09:51:40.422266685,120
10074,32.82129435036994,-115.96485969705834,3.9,2007-01-08 03:20:17.849423328,124
10074,36.00677774679937,-117.84641727552521,3.5,2007-01-08 07:20:34.330630281,125
10074,36.78647430002757,-116.4320066159199,3.7,2007-01-08 06:55:58.670752670,134
10074,35.82164735332751,-120.37747835747258,3.8,2007-01-08 16:56:28.204741419,136
10074,37.87078592792955,-122.2145727455594,4.6,2007-01-08 12:49:47.127769317,141
10075,37.87381302444907,-122.20983607700384,3.7,2007-01-08 13:22:23.989155752,141
10074,38.04197315586408,-118.59569235825397,3.4,2007-01-08 08:27:29.720644967,145
10075,35.93734586843973,-117.14000786967448,3.9,2007-01-08 12:18:59.212708000,146
10075,36.155724707717596,-117.59837803015013,3.6,2007-01-08 19:32:10.201546000,150
10076,40.455607960620064,-124.47214275088851,3.4,2007-01-08 04:30:57.528282308,150
10074,38.362171656002005,-118.17517369145858,4.4,2007-01-08 20:01:45.058230066,153
10075,38.3757208178361,-118.18556812395039,3.6,2007-01-08 20:31:59.049152616,153
10074,33.873841358967205,-117.70504911465977,4.0,2007-01-08 15:23:08.470815176,156
10074,33.69693357060703,-116.06275000595176,3.7,2007-01-08 19:01:40.023371118,158
10074,35.72878833384099,-118.49283436924162,3.6,2007-01-08 18:48:38.478048648,160
10074,38.65011729475674,-118.14881981556913,4.0,2007-01-08 05:35:58.428911900,168
10074,40.68474477077269,-123.86316150351301,3.4,2007-01-08 13:58:36.279553380,173
10074,40.42654973176598,-125.2051314460134,3.4,2007-01-08 00:30:06.535138787,174
10075,40.438425652858534,-125.18985032239486,4.1,2007-01-08 07:31:41.329259950,174
10075,35.625551719905765,-119.82003297618806,3.5,2007-01-08 09:35:07.139580000,175
10076,34.13456151995966,-116.41779394302651,3.7,2007-01-08 16:09:00.224606310,175
10075,33.20942483509947,-115.53281112487578,4.6,2007-01-08 20:28:58.456139000,177
10076,33.1678116544604,-115.55886907701277,3.5,2007-01-08 22:45:59.537289149,177
10077,33.21281438155868,-115.50747175293982,4.2,2007-01-08 20:45:14.760853915,177
10074,35.64061193609247,-120.92606616055326,3.5,2007-01-08 10:23:21.101776981,182
10075,35.66318906046158,-120.96785651083795,3.6,2007-01-08 10:25:08.352850851,182
10075,32.78175072829186,-115.92369971812536,3.7,2007-01-08 00:01:42.886760000,185
10075,35.07229645930201,-118.17900769388702,3.8,2007-01-08 07:53:56.064060000,194
10076,34.27102007066616,-116.93374325977729,4.1,2007-01-08 23:04:35.459673632,194
10077,34.26608912268733,-116.92814963418743,3.6,2007-01-08 23:05:29.011669112,194
10078,34.26113651839218,-116.91645437184577,3.7,2007-01-08 23:09:41.149298906,194
10079,34.2947950000938,-116.95204525750704,4.4,2007-01-08 23:23:12.008669974,194
10074,34.10140380840182,-116.98846827527018,4.2,2007-01-08 07:54:43.051181592,197
10074,40.3757562973607,-124.99884264278364,3.4,2007-01-08 17:48:19.230756728,198
10075,36.824571295318805,-121.36671274828427,3.4,2007-01-08 07:13:55.152652006,198
10076,35.990256890332795,-120.52029111855592,4.0,2007-01-08 20:26:42.994054563,198
10077,35.04740432694264,-119.02052538057833,3.4,2007-01-08 11:11:49.455210319,198
10074,36.07453219475276,-117.61227647788586,3.4,2007-01-08 16:31:57.231218284,199
10074,39.44844536569495,-123.12226259796371,3.4,2007-01-08 04:20:49.501166817,200
10074,34.50682349318093,-116.31954172804387,5.0,2007-01-08 01:39:34.196974921,207
10075,34.56002669255069,-116.153886643064,3.6,2007-01-08 04:46:22.570110227,207
10074,40.303095195302475,-124.52704962269806,3.8,2007-01-08 02:49:21.136778033,216
10075,32.50871267334252,-114.51649907807465,3.6,2007-01-08 10:24:12.673140000,225
10074,37.546424338691594,-118.76299806574006,3.5,2007-01-08 15:29:49.129112857,226
10075,37.54356512609726,-118.76032550744584,4.0,2007-01-08 15:34:31.208816832,226
10074,40.27501875982169,-124.42943639183765,3.4,2007-01-08 13:31:03.252680320,227
10075,34.15743485046991,-118.89367470847976,3.9,2007-01-08 10:32:20.655402000,228
10076,34.16315271060074,-118.89055273587553,3.4,2007-01-08 12:18:04.620061477,228
10077,40.14919196660865,-122.06864313474465,3.9,2007-01-08 05:54:11.540729416,228
10074,31.716815377460186,-116.42439796837824,4.6,2007-01-08 10:13:35.763055433,229
10074,37.45354786643765,-118.838754035035,4.7,2007-01-08 08:29:32.863492292,232
10075,37.43200529834094,-118.82668503341348,3.4,2007-01-08 08:31:53.209865626,232
10074,40.41988460826237,-125.08055523004847,3.8,2007-01-08 08:54:34.250149699,239
10075,36.42267403251062,-120.8180780490569,3.4,2007-01-08 17:49:20.345424000,244
