id,latitude,longitude,magnitude,time,catalog_id
43159,27.41991025511131,101.00005483492014,3.2,2013-01-08 22:42:24.020491115,0
43160,25.993943136267994,99.0749266171669,3.9,2013-01-08 04:17:10.022878000,1
43161,29.07103005193884,101.88089184581138,2.4,2013-01-08 12:12:38.461035761,1
43162,30.950015932712983,103.12991459345228,2.6,2013-01-08 09:00:46.550521769,1
43163,30.580198756458746,104.5498836162967,2.4,2013-01-08 20:05:45.648643614,1
43164,24.880066452283923,99.22996427979626,2.5,2013-01-08 20:29:43.148340058,1
43165,22.95093369625365,101.67982584472882,2.6,2013-01-08 11:01:34.989191069,1
43160,31.75318152328185,104.12374289626348,3.3,2013-01-08 06:20:35.508088000,2
43161,28.28223415093043,103.81858372077141,2.4,2013-01-08 12:16:29.959244000,2
43162,30.98015958748033,103.30003842129473,2.5,2013-01-08 19:52:33.065982984,2
43163,31.718111794736085,101.25207356997161,2.5,2013-01-08 03:33:58.200763062,2
43164,31.719891013898142,101.25263409699255,2.7,2013-01-08 04:29:14.610016220,2
43159,31.715343864216017,104.14032847521511,2.7,2013-01-08 15:07:58.399812656,3
43160,25.929935251715985,102.26992095519317,2.4,2013-01-08 23:57:59.248082749,3
43159,29.570039831533276,102.17002621664766,2.8,2013-01-08 12:37:47.009946735,4
43159,22.950825841544773,104.07109402440757,2.8,2013-01-08 05:23:14.595475176,5
43160,29.734992886073474,103.57637506690416,3.2,2013-01-08 17:05:35.953642000,6
43161,31.07822925753016,103.31917044488054,3.1,2013-01-08 01:19:20.032001882,6
43160,27.449520187789684,103.55873027412055,2.7,2013-01-08 06:10:45.482301000,7
43161,30.61436365720824,102.65914621396031,2.8,2013-01-08 11:17:47.729544000,7
43162,26.178521772588322,101.92000875940566,3.2,2013-01-08 02:22:35.377854403,7
43163,30.030212009205083,99.73012314206399,2.5,2013-01-08 06:03:43.143473357,7
43164,24.50042237141435,97.9126794851811,2.8,2013-01-08 12:58:52.908132382,7
43165,31.044594087837172,103.26715833113086,3.1,2013-01-08 13:58:12.852405756,7
43166,31.745693789658986,104.18404148593646,2.8,2013-01-08 21:19:36.949220357,7
43167,24.511455007542025,97.90970227637467,2.5,2013-01-08 22:22:41.811701251,7
43160,30.01929664413306,103.53048037159644,2.6,2013-01-08 08:32:48.431102000,8
43161,26.108166673251652,99.60952891612475,2.5,2013-01-08 19:30:33.537697000,8
43162,29.330334525880648,105.26979797802058,2.5,2013-01-08 16:45:35.295215341,8
43160,31.748539775234477,104.04242956893229,2.5,2013-01-08 15:13:10.206058000,9
43161,23.570062578251857,104.32006110742786,2.4,2013-01-08 06:21:29.994901484,9
43162,30.277319531097625,102.1860549668561,3.3,2013-01-08 00:14:51.414952875,9
43159,24.670075876803057,104.03001570886387,2.7,2013-01-08 01:09:52.403095173,10
