target_id,time,longitude,latitude,magnitude,x,y,mc_current,mc_current_above_ref,mu,P_triggered,P_background,zeta_plus_1
63204,1986-02-06 05:59:00,98.5,29.7,5.2,248.3731415795136,-346.1713215378149,4.0,0.0,3.4674715991578514e-08,0.002087004500039768,0.9979129954999602,1.0
63251,1986-02-10 06:01:00,100.03,22.4,4.0,-566.8243661541745,-211.40120342589148,4.0,0.0,3.4674715991578514e-08,0.12989460655300963,0.8701053934469903,1.0
63531,1986-03-07 05:46:00,98.95,29.57,4.2,232.71078277026737,-303.0962258410686,4.0,0.0,3.4674715991578514e-08,0.20683558162781368,0.7931644183721862,1.0
63614,1986-03-13 16:41:00,100.17,26.2,5.2,-144.48244416361968,-190.9390373622887,4.0,0.0,3.4674715991578514e-08,0.16551939189552362,0.8344806081044764,1.0
63658,1986-03-18 09:22:00,103.0,26.72,4.6000000000000005,-87.77939822384444,91.01121684441382,4.0,0.0,3.4674715991578514e-08,0.0560441575844911,0.9439558424155089,1.0
63719,1986-03-25 19:46:00,102.83,27.17,4.1000000000000005,-37.85362198779775,73.82922388463058,4.0,0.0,3.4674715991578514e-08,0.8938391955746872,0.10616080442531275,1.0
63762,1986-03-29 14:44:00,98.95,25.98,4.3,-166.50657603663825,-313.24379818976155,4.0,0.0,3.4674715991578514e-08,0.8054059510007606,0.19459404899923935,1.0
63918,1986-04-13 02:53:00,102.82,26.43,4.2,-120.14413530873128,73.32069298484262,4.0,0.0,3.4674715991578514e-08,0.3315926199221006,0.6684073800778995,1.0
63993,1986-04-17 09:42:00,101.17,22.53,4.4,-553.6925351453137,-93.96093990274228,4.0,0.0,3.4674715991578514e-08,0.7627293924098028,0.23727060759019733,1.0
63997,1986-04-17 11:36:00,101.27,22.35,4.2,-573.7754390518716,-83.79376351757466,4.0,0.0,3.4674715991578514e-08,0.9978492150671534,0.0021507849328466404,1.0
64112,1986-04-28 16:16:00,104.67,29.1,4.1000000000000005,179.19823623392512,251.2967121129776,4.0,0.0,3.4674715991578514e-08,0.37597314217840677,0.6240268578215932,1.0
64203,1986-05-08 11:18:00,101.27,23.07,4.7,-493.7143397260065,-83.32493787902932,4.0,0.0,3.4674715991578514e-08,0.9238226113821068,0.07617738861789314,1.0
64385,1986-05-26 07:12:00,103.0,30.5,4.5,332.53947722626907,87.82982404050864,4.0,0.0,3.4674715991578514e-08,0.05819582724214019,0.9418041727578599,1.0
64785,1986-07-10 09:15:00,101.42,27.37,5.1000000000000005,-15.660844153225357,-65.5370154339658,4.0,0.0,3.4674715991578514e-08,0.2323361599442082,0.7676638400557918,1.0
65118,1986-08-07 03:55:00,100.78,29.27,6.0,196.1121968603258,-126.4725341559063,4.0,0.0,3.4674715991578514e-08,0.004428137440920847,0.9955718625590791,1.0
65179,1986-08-11 10:29:00,101.37,27.4,4.0,-12.29761209530719,-70.45517189825645,4.0,0.0,3.4674715991578514e-08,0.9942258050368185,0.005774194963181502,1.0
