target_id,time,longitude,latitude,magnitude,x,y,mc_current,mc_current_above_ref,mu,P_triggered,P_background,zeta_plus_1
43276,1981-01-01 18:22:22.400,-118.57,38.053,4.2,240.00193827661408,25.809316252231024,3.2,0.0,1.271144087517133e-07,0.9995903984848092,0.00040960151519070444,1.0
43279,1981-01-01 19:41:37.080,-124.5461667,40.3083333,3.2,505.26241424585385,-481.932091247166,3.2,0.0,1.271144087517133e-07,0.9986454728667493,0.0013545271332505559,1.0
43283,1981-01-02 00:42:36.560,-118.8636667,37.5471667,3.2,183.7162519307315,0.0905960306691936,3.2,0.0,1.271144087517133e-07,0.9999411094785434,5.889052145656321e-05,1.0
43295,1981-01-02 18:12:47.380,-120.5985,39.6776667,3.6,421.97436486086,-148.4801751315968,3.2,0.0,1.271144087517133e-07,0.18963368149196952,0.8103663185080305,1.0
43299,1981-01-02 22:55:17.660,-124.5281667,40.3088333,3.2,505.2260970329307,-480.4036888162432,3.2,0.0,1.271144087517133e-07,0.9997944129970545,0.00020558700294544583,1.0
43316,1981-01-04 07:42:26.730,-120.5783333,39.7056667,3.2,425.0561968987825,-146.69539558795,3.2,0.0,1.271144087517133e-07,0.9981999302006634,0.0018000697993365209,1.0
43319,1981-01-04 08:38:50.820,-124.5996667,41.0868333,3.7,592.0244875676727,-480.9897286323241,3.2,0.0,1.271144087517133e-07,0.9879024275062321,0.012097572493767892,1.0
43321,1981-01-04 09:29:41.400,-125.306,41.295,3.5,618.9933175784089,-538.4813248073365,3.2,0.0,1.271144087517133e-07,0.7551266804488522,0.24487331955114774,1.0
43322,1981-01-04 09:29:57.650,-123.9833333,40.701,3.4000000000000004,546.1595472340376,-431.7834877960058,3.2,0.0,1.271144087517133e-07,0.7814454164690907,0.21855458353090929,1.0
43330,1981-01-05 08:37:48.890,-124.5838333,40.329,3.3000000000000003,507.7516229087551,-484.9790107545445,3.2,0.0,1.271144087517133e-07,0.9993488199487247,0.0006511800512752662,1.0
43342,1981-01-06 08:03:16.050,-121.993,39.547,3.2,410.51013900114975,-268.36108580464594,3.2,0.0,1.271144087517133e-07,0.722240972185996,0.27775902781400397,1.0
43355,1981-01-07 11:42:33.000,-121.6161667,36.8735,4.5,112.28090819102586,-244.72707245622468,3.2,0.0,1.271144087517133e-07,0.9930097799773436,0.0069902200226564055,1.0
43380,1981-01-08 14:52:14.370,-118.6605,33.9081667,3.2,-220.9027100192651,18.84768348951813,3.2,0.0,1.271144087517133e-07,0.9890875163221479,0.010912483677852263,1.0
43388,1981-01-09 06:45:51.690,-121.9231667,41.5793333,3.4000000000000004,636.2427429889368,-254.7678456121133,3.2,0.0,1.271144087517133e-07,0.4057884512126829,0.5942115487873172,1.0
43393,1981-01-09 12:32:41.100,-123.632,40.95,3.6,572.2714710962742,-400.7158242125043,3.2,0.0,1.271144087517133e-07,0.7634033922426355,0.2365966077573644,1.0
43394,1981-01-09 12:35:22.530,-121.9166667,41.5901667,3.3000000000000003,637.4293309893466,-254.18553252922223,3.2,0.0,1.271144087517133e-07,0.9999718155896591,2.8184410340842194e-05,1.0
43395,1981-01-09 12:44:35.780,-121.9198333,41.5593333,3.3000000000000003,634.010358716946,-254.5661637210941,3.2,0.0,1.271144087517133e-07,0.9999850530889622,1.4946911037731265e-05,1.0
43401,1981-01-10 00:36:15.300,-121.9136667,41.5815,3.6,636.4577379360007,-253.96859297067775,3.2,0.0,1.271144087517133e-07,0.9999854468202181,1.4553179781825016e-05,1.0
43437,1981-01-11 18:25:38.100,-118.348,38.152,3.4000000000000004,251.09228477855552,45.19165652723406,3.2,0.0,1.271144087517133e-07,0.9964537596107018,0.0035462403892981345,1.0
43450,1981-01-12 08:59:13.200,-113.469,35.658,3.5,-12.914070263247964,487.24030501432543,3.2,0.0,1.271144087517133e-07,0.0016761814939213074,0.9983238185060788,1.0
43467,1981-01-13 04:21:36.080,-118.8956667,37.6248333,3.2,192.35282167577327,-2.728138990392448,3.2,0.0,1.271144087517133e-07,0.9999167807168483,8.321928315164416e-05,1.0
43495,1981-01-15 12:47:51.220,-121.7288333,37.3745,4.800000000000001,168.27017062448428,-253.0800174524996,3.2,0.0,1.271144087517133e-07,0.9947902425940819,0.005209757405918189,1.0
43506,1981-01-16 07:01:15.910,-118.8668333,37.591,3.3000000000000003,188.59029411748895,-0.1885040794462718,3.2,0.0,1.271144087517133e-07,0.9998591544787175,0.00014084552128245688,1.0
43583,1981-01-23 04:41:12.200,-117.383,37.133,3.7,138.66878657135968,131.35521073062944,3.2,0.0,1.271144087517133e-07,0.9644699555008621,0.035530044499137894,1.0
43635,1981-01-27 22:10:53.910,-121.6041667,36.8621667,4.1000000000000005,110.99066942192032,-243.69591456316644,3.2,0.0,1.271144087517133e-07,0.9992643173177304,0.0007356826822694752,1.0
43653,1981-01-28 20:08:50.500,-118.355,38.168,4.5,252.86811949627807,44.5698037162372,3.2,0.0,1.271144087517133e-07,0.9985983560565792,0.001401643943420773,1.0
43663,1981-01-29 08:41:32.600,-121.513,40.1363333,3.3000000000000003,474.77602811522456,-225.30758768785333,3.2,0.0,1.271144087517133e-07,0.0745879764240949,0.9254120235759051,1.0
