target_id,time,longitude,latitude,magnitude,x,y,mc_current,mc_current_above_ref,mu,P_triggered,P_background,zeta_plus_1
63135,1986-02-01 09:35:00,103.47,21.68,4.0,-686.6045408403005,131.79506470661207,4.0,0.0,2.8059342035627268e-08,0.9540681040427168,0.0459318959572833,1.0
63204,1986-02-06 05:59:00,98.5,29.7,5.2,210.03569026600883,-357.08428559471497,4.0,0.0,2.8059342035627268e-08,0.004360333897189553,0.9956396661028104,1.0
63251,1986-02-10 06:01:00,100.03,22.4,4.0,-605.3286144825344,-223.10256582756944,4.0,0.0,2.8059342035627268e-08,0.22125199989641373,0.7787480001035862,1.0
63519,1986-03-06 07:52:00,103.15,21.9,4.9,-662.4216184674116,98.50191398975792,4.0,0.0,2.8059342035627268e-08,0.2878888298366629,0.712111170163337,1.0
63531,1986-03-07 05:46:00,98.95,29.57,4.2,194.323380337362,-314.0289162231704,4.0,0.0,2.8059342035627268e-08,0.31624116876568265,0.6837588312343175,1.0
63614,1986-03-13 16:41:00,100.17,26.2,5.2,-182.99967294637992,-202.25119054080008,4.0,0.0,2.8059342035627268e-08,0.23526491208339886,0.764735087916601,1.0
63658,1986-03-18 09:22:00,103.0,26.72,4.6000000000000005,-126.56184592463715,79.76276983664765,4.0,0.0,2.8059342035627268e-08,0.09368996403542523,0.9063100359645747,1.0
63719,1986-03-25 19:46:00,102.83,27.17,4.1000000000000005,-76.62162434057264,62.62422726022508,4.0,0.0,2.8059342035627268e-08,0.9123517626262754,0.08764823737372462,1.0
63762,1986-03-29 14:44:00,98.95,25.98,4.3,-204.8938663981679,-324.58401630633193,4.0,0.0,2.8059342035627268e-08,0.8231097295094869,0.17689027049051295,1.0
63918,1986-04-13 02:53:00,102.82,26.43,4.2,-158.9111533678467,62.04334604691272,4.0,0.0,2.8059342035627268e-08,0.4711380517456376,0.5288619482543625,1.0
63960,1986-04-15 05:59:00,103.2,21.57,4.3,-699.0779801053371,103.9292975031093,4.0,0.0,2.8059342035627268e-08,0.5174856946228636,0.48251430537713635,1.0
63993,1986-04-17 09:42:00,101.17,22.53,4.4,-592.3100981625698,-105.62936995322276,4.0,0.0,2.8059342035627268e-08,0.8315764950050426,0.1684235049949573,1.0
63997,1986-04-17 11:36:00,101.27,22.35,4.2,-612.4025786752736,-95.47722050623192,4.0,0.0,2.8059342035627268e-08,0.9986129939857022,0.0013870060142977397,1.0
64112,1986-04-28 16:16:00,104.67,29.1,4.1000000000000005,140.2808926062437,240.27935159031423,4.0,0.0,2.8059342035627268e-08,0.49225913363355434,0.5077408663664457,1.0
64203,1986-05-08 11:18:00,101.27,23.07,4.7,-532.3412881943383,-94.94060160632262,4.0,0.0,2.8059342035627268e-08,0.9371227212838869,0.06287727871611315,1.0
64385,1986-05-26 07:12:00,103.0,30.5,4.5,293.75641450742984,76.96431416162778,4.0,0.0,2.8059342035627268e-08,0.09658288369671929,0.9034171163032807,1.0
64728,1986-07-02 10:09:00,96.88,25.05,4.3,-301.2515269103787,-535.6707050430516,4.0,0.0,2.8059342035627268e-08,0.15210412341585755,0.8478958765841424,1.0
64785,1986-07-10 09:15:00,101.42,27.37,5.1000000000000005,-54.301286140484834,-76.72378692495269,4.0,0.0,2.8059342035627268e-08,0.3217193037367862,0.6782806962632139,1.0
65118,1986-08-07 03:55:00,100.78,29.27,6.0,157.5339305275942,-137.45377491764674,4.0,0.0,2.8059342035627268e-08,0.008714996286282315,0.9912850037137176,1.0
65179,1986-08-11 10:29:00,101.37,27.4,4.0,-50.93329983920013,-81.63884548485248,4.0,0.0,2.8059342035627268e-08,0.9954179966853361,0.004582003314663983,1.0
65192,1986-08-12 03:58:00,101.3,27.4,5.0,-50.884961081823285,-88.54919125777147,4.0,0.0,2.8059342035627268e-08,0.9996450034730192,0.000354996526980722,1.0
65202,1986-08-12 18:45:00,101.35,27.38,5.6000000000000005,-53.14379922035975,-83.62843687047724,4.0,0.0,2.8059342035627268e-08,0.9999493790112811,5.0620988718879785e-05,1.0
65205,1986-08-13 10:32:00,101.4,27.4,4.7,-50.95281469522954,-78.67726057181908,4.0,0.0,2.8059342035627268e-08,0.9999553517402393,4.4648259760650066e-05,1.0
65241,1986-08-18 07:47:00,102.87,23.92,4.800000000000001,-437.9858151927031,68.46395332190981,4.0,0.0,2.8059342035627268e-08,0.4289176820590848,0.571082317940915,1.0
65742,1986-10-07 07:27:00,102.37,25.33,5.300000000000001,-281.368799222009,17.396320520732985,4.0,0.0,2.8059342035627268e-08,0.04388672564276657,0.9561132743572335,1.0
65966,1986-10-27 04:56:00,102.85,25.8,4.800000000000001,-228.94892214871808,65.38958947452409,4.0,0.0,2.8059342035627268e-08,0.9516196877248335,0.04838031227516643,1.0
66123,1986-11-10 04:55:00,103.55,31.1,4.1000000000000005,360.9505973466082,128.89155999987238,4.0,0.0,2.8059342035627268e-08,0.10507935659291603,0.894920643407084,1.0
66126,1986-11-10 16:18:00,98.65,24.5,4.2,-368.6693561989636,-359.0540943018535,4.0,0.0,2.8059342035627268e-08,0.9790746725827809,0.020925327417218982,1.0
66184,1986-11-16 22:37:00,103.03,23.9,4.2,-440.1141012110684,84.75345462033627,4.0,0.0,2.8059342035627268e-08,0.8843451219887138,0.1156548780112863,1.0
66268,1986-11-23 02:04:00,98.63,24.42,4.7,-377.50963516995904,-361.31767221055577,4.0,0.0,2.8059342035627268e-08,0.9922233624289755,0.007776637571024566,1.0
66692,1986-12-27 04:50:00,100.07,25.33,4.7,-279.57742154315486,-213.8293356211996,4.0,0.0,2.8059342035627268e-08,0.14471547868959522,0.8552845213104047,1.0
66693,1986-12-27 05:26:00,100.0,25.3,4.800000000000001,-282.792773175867,-220.92236656324192,4.0,0.0,2.8059342035627268e-08,0.9999833227821985,1.6677217801545265e-05,1.0
66862,1987-01-26 04:56:00,99.37,24.9,4.1000000000000005,-326.0127488598793,-285.2281579788017,4.0,0.0,2.8059342035627268e-08,0.306133920057413,0.693866079942587,1.0
66878,1987-01-29 15:16:00,97.7,24.85,4.0,-326.7026175654737,-453.8585437315186,4.0,0.0,2.8059342035627268e-08,0.10012668310244772,0.8998733168975523,1.0
67014,1987-03-02 00:45:00,105.93,23.8,4.0,-445.9797136049755,380.0615917428416,4.0,0.0,2.8059342035627268e-08,0.9341108945383282,0.06588910546167173,1.0
67106,1987-03-22 18:30:00,97.03,25.53,4.2,-248.49039468876063,-518.4430828047703,4.0,0.0,2.8059342035627268e-08,0.03797892953561505,0.9620210704643849,1.0
67120,1987-03-27 05:09:00,96.55,25.1,4.5,-294.2476711989219,-568.6559488444678,4.0,0.0,2.8059342035627268e-08,0.26187576174143157,0.7381242382585684,1.0
67250,1987-05-10 03:04:00,98.57,25.93,4.2,-209.4109644420806,-362.7186040010906,4.0,0.0,2.8059342035627268e-08,0.8748665760980161,0.12513342390198381,1.0
67280,1987-05-16 12:10:00,98.5,25.98,4.3,-203.6457664009566,-369.5563767634951,4.0,0.0,2.8059342035627268e-08,0.994909547032804,0.005090452967196035,1.0
67288,1987-05-18 10:03:00,100.18,26.18,5.0,-185.2398087977236,-201.28871756530657,4.0,0.0,2.8059342035627268e-08,0.9821280443903381,0.017871955609661767,1.0
67328,1987-05-27 07:02:00,99.27,22.0,4.3,-648.2839600988046,-302.26816426122207,4.0,0.0,2.8059342035627268e-08,0.9796932304978214,0.020306769502178565,1.0
67371,1987-06-11 20:08:00,104.93,28.77,4.3,104.12903169821138,266.37422364409656,4.0,0.0,2.8059342035627268e-08,0.5991402361397753,0.40085976386022476,1.0
67559,1987-08-06 04:04:00,99.12,24.8,4.6000000000000005,-336.54564501483554,-310.70807094181464,4.0,0.0,2.8059342035627268e-08,0.3073629698785104,0.6926370301214897,1.0
67560,1987-08-06 05:02:00,99.17,24.83,4.0,-333.3309605887772,-305.583212004721,4.0,0.0,2.8059342035627268e-08,0.9999867482947805,1.3251705219548339e-05,1.0
67562,1987-08-06 10:59:00,99.17,24.85,4.0,-331.1068430197861,-305.5319438398556,4.0,0.0,2.8059342035627268e-08,0.9999844221408732,1.5577859126771826e-05,1.0
67646,1987-09-03 08:53:00,99.37,22.42,4.800000000000001,-601.8034821801377,-290.9997002380458,4.0,0.0,2.8059342035627268e-08,0.17986868325963828,0.8201313167403617,1.0
67701,1987-09-22 22:51:00,96.98,28.4,4.7,70.91309105576687,-510.1349526735451,4.0,0.0,2.8059342035627268e-08,0.0005092020068536127,0.9994907979931463,1.0
67713,1987-09-26 11:15:00,99.18,24.93,5.0,-322.2344474584052,-304.318125464335,4.0,0.0,2.8059342035627268e-08,0.9765671816737105,0.02343281832628947,1.0
67743,1987-10-05 14:38:00,101.02,22.45,4.5,-601.0753296130623,-121.13265249104292,4.0,0.0,2.8059342035627268e-08,0.9279757589658651,0.07202424103413489,1.0
