id,latitude,longitude,magnitude,time,catalog_id
3996,31.76986021420869,-115.86380390959323,3.8,2007-01-08 03:45:18.886246653,3
3997,38.50067188163274,-118.37685083670287,3.8,2007-01-08 21:54:35.763345000,9
3998,40.43464508809892,-124.6224018643367,3.9,2007-01-08 00:50:59.188952686,9
3999,40.4435358538577,-124.60935554737003,4.2,2007-01-08 06:10:34.502445722,9
3997,33.89152736900497,-116.30375415693538,4.3,2007-01-08 10:54:14.482035000,20
3996,36.17063158822379,-120.29353286505189,4.0,2007-01-08 07:15:09.705038819,21
3996,31.79114106507223,-116.30005097274788,4.5,2007-01-08 12:33:52.533164415,28
3996,32.79774119897451,-115.99472876880989,4.4,2007-01-08 07:02:10.694101833,44
3996,37.84892128559972,-118.11726675315744,4.0,2007-01-08 18:50:04.375974550,48
3997,39.84798523020974,-120.63620579783671,5.4,2007-01-08 10:46:22.799582000,49
3998,39.509683064605426,-120.31020358468466,3.8,2007-01-08 11:10:32.868861130,49
3996,32.6909668400638,-116.0749641885928,4.1,2007-01-08 00:06:51.992989664,66
3996,32.52665427734971,-115.36709944174662,4.1,2007-01-08 19:00:05.822155925,76
3997,38.44300967351909,-117.69212242965051,4.6,2007-01-08 16:45:12.431031000,134
3996,36.97363998356314,-121.48274009395837,3.8,2007-01-08 11:56:42.009357948,136
3996,37.373683007562185,-117.08576410495904,5.4,2007-01-08 00:45:00.383177759,144
3996,40.410515768947356,-125.07612704924111,4.6,2007-01-08 07:45:19.657842923,174
3996,40.3995844739515,-125.10059923181082,4.0,2007-01-08 01:16:42.723117076,182
3996,31.778673294763138,-116.22980573681994,4.0,2007-01-08 09:59:06.109406462,191
3996,37.48913939391383,-118.73987777399496,4.1,2007-01-08 17:43:18.377765512,193
3996,31.812976095821455,-116.35225262769569,3.9,2007-01-08 01:22:03.499644693,199
3997,35.55121810297808,-117.43847499911567,3.8,2007-01-08 04:41:18.920602000,200
3996,40.32070715441989,-124.60545714765095,4.1,2007-01-08 09:04:51.856777329,226
