id,latitude,longitude,magnitude,time,catalog_id
6141,36.50371239892224,-120.11750528167572,4.7,2007-01-08 14:36:49.462613000,2
6142,37.22764006759273,-116.91943522845145,3.7,2007-01-08 15:43:22.728551224,2
6140,35.10863520847953,-118.30728894787313,4.9,2007-01-08 22:47:03.835845713,14
6140,40.41862088268989,-125.38062674969798,3.6,2007-01-08 01:50:03.347331588,23
6140,33.702576655323924,-116.04576630939196,3.8,2007-01-08 11:10:49.551394675,30
6140,41.555241791808996,-120.6336459617704,4.0,2007-01-08 18:32:28.790111655,33
6140,36.88429801142823,-116.27067677415182,3.6,2007-01-08 22:26:34.922684432,35
6140,34.640011869093115,-116.31913084340101,4.4,2007-01-08 06:04:02.837006001,49
6141,34.653822529420296,-116.31945092723534,3.9,2007-01-08 09:19:30.980573775,49
6140,36.59262919836786,-121.20361300207668,4.2,2007-01-08 10:38:08.110840420,52
6141,33.64005619689315,-116.85007895143863,4.5,2007-01-08 03:19:34.157088000,65
6140,32.824559558012666,-116.05405714349882,4.2,2007-01-08 03:29:54.997024658,69
6141,31.57131363159658,-116.50634804678518,4.3,2007-01-08 22:20:00.025738000,82
6142,31.574636757215146,-116.48187294393338,3.8,2007-01-08 23:29:34.566292663,82
6140,33.20846410729708,-115.61394988526759,3.8,2007-01-08 17:25:14.584042969,92
6140,41.15033721021226,-124.76928773312716,4.3,2007-01-08 06:11:34.600992493,109
6140,34.168735712738936,-118.6762616412505,3.6,2007-01-08 00:21:16.585742732,112
6141,34.16940357001385,-118.66553718923849,4.1,2007-01-08 04:23:26.736946836,112
6140,39.34834956409274,-123.28784150552195,3.7,2007-01-08 11:03:17.412824725,114
6140,39.25823472766443,-123.2741276654634,4.1,2007-01-08 14:27:22.703348947,131
6141,40.68856839732435,-125.76415430773157,5.0,2007-01-08 23:35:35.809540000,135
6142,40.67271394338451,-125.75671286390767,4.6,2007-01-08 23:45:44.749587410,135
6143,35.781858514556916,-117.68345409447384,4.0,2007-01-08 21:54:19.146157300,135
6140,36.58938289834782,-121.19004572920029,5.2,2007-01-08 21:53:36.428088423,176
6141,39.319750442064894,-123.17068990486936,3.6,2007-01-08 11:47:53.941770856,176
6142,36.60238245814693,-121.19288370162175,4.0,2007-01-08 21:54:54.066663288,176
6143,36.598337709597764,-121.18873387389928,3.6,2007-01-08 21:53:50.121302850,176
