source_id,source_magnitude,source_completeness_above_ref,source_to_end_time_distance,pos_source_to_start_time_distance,l_hat,G
12038,3.0,0.0,13147.890395601851,3651.8903956018517,0.07560816464907327,0.02445809723448362
12039,3.3000000000000003,0.0,13147.730797222222,3651.730797222222,0.003275572080977772,0.03337907846070247
12041,3.1,0.0,13147.528145949074,3651.528145949074,0.0770226990605282,0.02713207923731209
12043,3.6,0.0,13144.739751967592,3648.7397519675924,0.008191573466286043,0.04559547333996746
12045,3.1,0.0,13141.025521527778,3645.025521527778,0.00243363090422166,0.027188925029852127
12047,3.0,0.0,13140.296681828704,3644.2966818287036,0.03353241877982122,0.02451795055721638
12049,3.7,0.0,13138.36009710648,3642.3600971064816,0.09174742332850845,0.05067847651494344
12051,3.0,0.0,13136.69055625,3640.69055625,0.006464810274586324,0.024546442181062944
12052,3.3000000000000003,0.0,13135.89674988426,3639.8967498842594,0.01649194519019783,0.033506493707108544
12055,3.6,0.0,13133.962569791667,3637.9625697916667,0.4003089785789325,0.045753992257154506
12056,3.5,0.0,13133.826856597223,3637.826856597222,0.11063869993931001,0.0412513527081209
12060,3.4000000000000004,0.0,13132.06213275463,3636.0621327546296,0.01456434808537195,0.03721134614860379
12061,3.0,0.0,13131.967565277777,3635.967565277778,0.0059661137148479225,0.024583824777341
12062,3.5,0.0,13130.891519907407,3634.891519907407,0.20825351831450162,0.04129039419795554
12065,3.4000000000000004,0.0,13128.938200578703,3632.938200578704,0.003494356728119769,0.0372488354146495
12069,3.0,0.0,13127.054553125,3631.054553125,0.00262461169230619,0.024622791921123252
12070,3.0,0.0,13126.963069444444,3630.9630694444445,0.0057141586168452906,0.024623518296511576
12071,3.1,0.0,13126.606142708333,3630.606142708333,0.0029489038868698966,0.027315545877130122
12072,4.0,0.0,13126.078047685185,3630.078047685185,0.16575116878779977,0.06943396522633294
12074,3.2,0.0,13123.087596990741,3627.0875969907406,0.003058962049755932,0.03033280223854146
12075,3.0,0.0,13120.766413078703,3624.766413078704,0.006848382781522932,0.024672785962263424
12077,3.9000000000000004,0.0,13118.484236226852,3622.484236226852,0.02208003627757609,0.06275179715687627
12078,3.7,0.0,13117.072158796296,3621.072158796296,0.008782379017653025,0.0510275282151406
12086,3.4000000000000004,0.0,13110.973342592593,3614.9733425925924,0.7010723336381,0.0374654057568361
12089,3.3000000000000003,0.0,13110.789300694445,3614.7893006944446,0.005596961462411495,0.03377897502132433
12090,3.2,0.0,13110.10469074074,3614.104690740741,0.04268196712651116,0.030460197923800968
12091,6.6000000000000005,0.0,13109.416181481482,3613.4161814814815,0.6902844213351269,1.033147261970143
12092,5.800000000000001,0.0,13109.415828125,3613.415828125,0.24036054896840003,0.4509038537907578
12093,4.2,0.0,13109.415545833333,3613.4155458333335,0.02348367106397691,0.0858869783462198
12094,4.1000000000000005,0.0,13109.415508333333,3613.4155083333335,0.01998915490084068,0.07743147595118834
12095,4.5,0.0,13109.415358333334,3613.415358333333,0.03762848351248002,0.11720785670544484
12096,4.2,0.0,13109.41534212963,3613.4153421296296,0.023483672493129184,0.0858869839984796
12097,4.1000000000000005,0.0,13109.415288425926,3613.415288425926,0.019989156212076916,0.07743148145233554
12098,4.1000000000000005,0.0,13109.415243055555,3613.4152430555555,0.023725038431454924,0.07743148258730913
12099,4.7,0.0,13109.41493125,3613.41493125,0.05105339540305778,0.1442036878701091
12100,5.800000000000001,0.0,13109.41474837963,3613.4147483796296,0.24036062862717653,0.4509040110808017
12101,3.9000000000000004,0.0,13109.414730555556,3613.4147305555557,0.016747585865611717,0.0629358444609015
12102,3.7,0.0,13109.414697453703,3613.414697453704,0.010034815849641452,0.05115386884240097
12103,3.5,0.0,13109.414585185184,3613.4145851851854,0.0071149323933504425,0.0415775522976773
12104,3.5,0.0,13109.414524537036,3613.414524537037,0.007114932520269513,0.041577553112329746
12105,3.5,0.0,13109.414455092592,3613.4144550925926,0.0071149326655966984,0.041577554045137924
12106,4.4,0.0,13109.414293055555,3613.4142930555554,0.032217913867514415,0.10566887467715007
12107,3.7,0.0,13109.414213657408,3613.4142136574073,0.01003481728244747,0.051153876837741384
12108,4.1000000000000005,0.0,13109.414081712963,3613.414081712963,0.01998916340731521,0.07743151163916634
12109,4.1000000000000005,0.0,13109.413802777777,3613.4138027777776,0.019989165070515787,0.07743151861694159
12110,3.7,0.0,13109.413665046297,3613.4136650462965,0.010034818907208675,0.051153885904229875
12111,4.2,0.0,13109.413472453703,3613.413472453704,0.023483685610478592,0.08588703587725562
12112,4.1000000000000005,0.0,13109.41345324074,3613.4134532407406,0.019989167154692695,0.07743152736087701
12113,4.2,0.0,13109.413398842593,3613.4133988425924,0.02348368612692265,0.08588703791977853
12114,4.1000000000000005,0.0,13109.413378703704,3613.4133787037035,0.019989167599133103,0.07743152922547798
12115,4.2,0.0,13109.413356481482,3613.4133564814815,0.027732645579069834,0.0858870390951927
12116,3.5,0.0,13109.413320138889,3613.413320138889,0.00711493504072785,0.041577569290336555
12117,3.9000000000000004,0.0,13109.412905092593,3613.4129050925926,0.01706458552339731,0.06293588157741267
12118,3.5,0.0,13109.412799305555,3613.4127993055554,0.007114936130682315,0.04157757628640211
12119,4.1000000000000005,0.0,13109.412715972223,3613.412715972222,0.019989171550788606,0.07743154580421524
12120,4.1000000000000005,0.0,13109.412590856482,3613.4125908564815,0.019989172296813795,0.07743154893408216
12121,3.9000000000000004,0.0,13109.412509953703,3613.4125099537036,0.01428410208621416,0.0629358896116398
12122,3.7,0.0,13109.412375694445,3613.4123756944446,0.010034822725741608,0.051153907212398986
12123,3.7,0.0,13109.41223287037,3613.41223287037,0.010034823148728224,0.05115390957274811
12124,3.7,0.0,13109.411965972222,3613.4119659722223,0.01003482393917167,0.0511539139835791
12125,4.0,0.0,13109.411684722223,3613.411684722222,0.016920697666951125,0.06980849620224892
12126,3.9000000000000004,0.0,13109.411442592593,3613.4114425925927,0.024217897546941074,0.06293591131394366
12127,4.5,0.0,13109.411296643519,3613.4112966435187,0.03762852937495789,0.1172080105066416
12128,4.0,0.0,13109.411119907407,3613.4111199074073,0.016920700512433013,0.06980850894051871
12129,4.2,0.0,13109.411071643519,3613.4110716435184,0.023483702454195392,0.08588710249372464
12130,4.5,0.0,13109.41071712963,3613.4107171296296,0.0376285359185316,0.11720803245071484
12131,4.6000000000000005,0.0,13109.410489351852,3613.410489351852,0.04389156317200494,0.13000713836562824
12132,3.7,0.0,13109.409997222223,3613.409997222222,0.010034829769808554,0.05115394651969005
12133,4.6000000000000005,0.0,13109.409475347222,3613.4094753472223,0.24697500733108746,0.1300071809552044
12134,5.300000000000001,0.0,13109.40938611111,3613.409386111111,0.12155626379133362,0.26855663948012076
12135,4.0,0.0,13109.408664583334,3613.408664583333,0.044836544660057404,0.0698085643154843
12136,3.8000000000000003,0.0,13109.408443981481,3613.4084439814815,0.011970443839284592,0.056739976876024625
12137,3.9000000000000004,0.0,13109.407230092593,3613.4072300925927,0.0148303252616673,0.06293599696542404
12138,3.9000000000000004,0.0,13109.40573912037,3613.4057391203705,0.014284130809008096,0.0629360272809457
12139,4.0,0.0,13109.40543125,3613.40543125,0.021102204960374106,0.06980863723699529
12140,4.0,0.0,13109.402893287037,3613.402893287037,0.01575776654255976,0.0698086944758585
12141,4.2,0.0,13109.401191666666,3613.401191666667,0.029368454756820244,0.0858873766390602
12142,3.6,0.0,13109.399379166667,3613.3993791666667,0.00847229897200655,0.04611804019078666
12143,3.5,0.0,13109.399119675925,3613.3991196759257,0.0804271491391184,0.041577760037848084
12144,3.5,0.0,13109.398528935186,3613.3985289351854,0.011586971469683176,0.04157776797298974
12145,3.5,0.0,13109.397997222222,3613.3979972222223,0.007114967107276898,0.04157777511524082
12146,3.7,0.0,13109.397041898148,3613.397041898148,0.006383401568037672,0.051154160623673194
12147,3.5,0.0,13109.396462384258,3613.3964623842594,0.00445755021805619,0.041577795732009225
12148,3.6,0.0,13109.396139351851,3613.396139351852,0.005189587090133046,0.046118088461969325
