id,latitude,longitude,magnitude,time,catalog_id
2727,27.794777904098975,104.01377749968246,6.2,2013-01-08 11:28:54.192543621,7
2728,27.80614907378107,104.02980833552374,4.1,2013-01-08 12:08:34.265215101,7
2729,27.81595142969337,104.0179015249255,3.9,2013-01-08 11:34:08.259889478,7
2730,27.901503782487485,103.91274377878902,4.0,2013-01-08 20:10:57.544784919,7
2727,31.36984017075479,103.47520384395716,3.9,2013-01-08 23:52:19.294839909,14
2728,31.375626621827656,103.46357169318749,3.8,2013-01-08 23:56:54.655352162,14
2727,31.808266188795173,104.18880225229465,3.9,2013-01-08 08:13:51.719815767,15
2728,27.889808980221996,103.30723550501,4.1,2013-01-08 12:22:51.838731000,16
2727,31.325918809844772,103.54213189339315,4.3,2013-01-08 20:45:15.375607476,20
2727,22.136619381724984,101.13072049815504,4.2,2013-01-08 09:25:04.821272438,29
2728,22.182293137045402,101.09758527676694,4.0,2013-01-08 13:38:47.413392801,29
2727,25.024675679188523,99.23542597957079,4.4,2013-01-08 23:47:42.903054672,37
2728,27.43704749552071,103.18580363570524,4.1,2013-01-08 20:24:19.822817000,47
2728,30.06695697958075,102.24692629448961,4.4,2013-01-08 23:32:10.771417000,57
2727,31.05777874986489,103.9353284675946,4.5,2013-01-08 16:47:59.856559148,62
2728,24.95880106311606,99.16516037259164,4.4,2013-01-08 12:03:49.140553000,66
2727,29.326217356852432,105.21217147478616,3.8,2013-01-08 07:11:14.606762201,69
2727,31.352128702554936,103.76453251032721,4.1,2013-01-08 06:23:07.502753095,71
2727,31.326730809989108,103.51693077388549,4.1,2013-01-08 18:50:25.964013538,100
2727,30.09162657996514,102.90073327898013,4.7,2013-01-08 23:40:06.234749832,101
2727,31.909128464235124,104.0588700052466,3.8,2013-01-08 04:29:34.657170494,133
2728,31.971735327543897,104.16102124626192,4.4,2013-01-08 07:17:58.943549459,133
2728,31.157122536129638,100.70046787464062,4.8,2013-01-08 18:43:02.711685000,150
2727,25.096556121376842,99.991820371688,4.4,2013-01-08 17:40:07.970148261,151
2727,31.328162364221473,103.76406861010545,4.1,2013-01-08 15:53:57.661217016,152
2728,27.57140879592322,100.91979777624492,4.7,2013-01-08 06:14:51.220022000,155
2727,27.52539650715705,104.2786073125755,3.8,2013-01-08 13:00:49.167920863,182
2727,31.583970951210045,103.85814772856767,3.8,2013-01-08 20:35:25.446388407,183
2728,31.669363894433413,103.77057955723328,4.0,2013-01-08 21:51:49.272265082,183
2728,24.218234572155787,102.72789036412082,3.8,2013-01-08 12:44:43.066436000,194
2729,24.248288722720552,102.7575134523488,3.8,2013-01-08 13:32:39.133050172,194
2727,30.84860808881272,103.3651912817053,4.8,2013-01-08 13:00:30.471730301,205
2728,30.79595311098074,103.42196208061779,4.1,2013-01-08 20:18:01.685369289,205
2727,22.65790122746187,100.40529251353857,3.9,2013-01-08 11:39:59.055913440,218
2727,26.49270824337332,102.47346248025679,4.2,2013-01-08 00:56:48.973833497,226
2727,28.134709692803693,101.12007609487173,4.8,2013-01-08 18:31:47.876724523,232
2727,28.554412925354644,104.34473181803993,4.7,2013-01-08 16:33:18.559361644,234
2728,24.82739265080601,101.59353669866115,4.1,2013-01-08 11:17:39.075047000,239
2729,24.82001843912034,101.64809243467879,4.4,2013-01-08 13:45:34.678638980,239
2727,27.130035798321394,103.03622892796515,3.9,2013-01-08 14:10:23.204879356,243
2727,31.069096356407105,103.55317775847314,4.4,2013-01-08 17:32:40.526746367,244
2728,31.81881276226046,104.15822664028397,5.0,2013-01-08 22:40:34.517858906,244
2727,26.58933359075913,103.12165451440275,4.4,2013-01-08 13:00:56.665984104,258
2727,25.082417428687837,101.85765532593898,4.4,2013-01-08 05:05:39.687802633,259
2728,25.117387268024046,101.98242698561468,3.9,2013-01-08 06:49:42.573624674,259
2727,25.14366978284645,101.85929084487539,5.0,2013-01-08 02:22:00.849431142,278
2727,31.363670990187604,103.30802549407598,4.2,2013-01-08 11:35:29.299763752,281
2728,27.368527464145608,101.01994501378631,4.1,2013-01-08 21:41:56.142988000,285
2727,30.937217663108278,103.36919322629903,4.1,2013-01-08 12:53:06.397717569,297
2728,25.578079931637518,99.9840186687681,4.0,2013-01-08 15:52:55.759479555,297
2728,24.576379266980865,97.92823876258116,3.8,2013-01-08 04:36:35.468236000,310
2727,25.443866678717654,101.49679531806099,4.0,2013-01-08 22:59:42.033138260,314
2727,30.890957913322975,101.35630604376105,5.5,2013-01-08 17:54:28.033624410,321
2727,31.21466257891492,103.75380660146588,4.3,2013-01-08 11:38:12.305509785,359
2728,23.76324245220123,99.40219440311938,4.7,2013-01-08 10:49:54.013610000,369
2727,31.56882224598445,103.34497413966453,3.9,2013-01-08 21:08:48.663938464,391
2728,31.61393193861709,103.38762193327103,4.4,2013-01-08 23:50:04.038175081,391
2728,29.18520712878773,102.34347243054096,4.3,2013-01-08 23:12:16.458160000,396
2728,27.03298743198553,104.33666755092915,4.7,2013-01-08 14:42:36.062713000,397
2727,31.41772180282367,103.54123009929772,3.8,2013-01-08 05:13:05.345961234,404
2727,24.671069484981775,99.22957772326023,5.0,2013-01-08 22:07:39.923327033,408
2727,25.374326252953217,102.40865493210899,4.2,2013-01-08 00:13:51.233913099,414
2728,24.511367697059377,105.03091083835572,3.9,2013-01-08 08:16:52.647786000,434
2729,24.505095400935147,105.03222078429255,4.4,2013-01-08 14:14:41.945427528,434
2727,30.865621034994966,100.01728420820143,4.1,2013-01-08 04:24:29.352278188,445
2728,31.31861656770394,100.7633554452369,3.9,2013-01-08 07:54:55.288644000,454
2727,24.9936440197541,103.04990256844724,3.8,2013-01-08 03:21:56.552435741,466
2728,26.80167017423476,102.61606542213887,4.2,2013-01-08 12:58:12.497231000,489
2728,25.555201781364374,103.63942534296926,5.1,2013-01-08 19:44:23.653749000,491
2727,31.834331052708272,104.34472719154247,3.8,2013-01-08 10:40:01.269389251,501
2728,30.963157513490003,103.1576982098138,4.0,2013-01-08 21:31:21.494780000,511
2728,25.81468732133112,102.22998315177925,4.1,2013-01-08 01:58:57.658987000,527
2729,25.802183546341727,102.25107118281704,4.7,2013-01-08 03:56:33.209014221,527
2730,25.70375283731455,102.26402375933077,4.0,2013-01-08 16:15:07.280230733,527
2728,31.584041694613322,104.02028770320099,3.9,2013-01-08 23:02:37.835367000,546
2728,24.359139255919754,102.35004228459152,4.0,2013-01-08 06:09:48.515436000,548
2727,31.715285147895727,104.11862758357132,5.6,2013-01-08 20:48:30.547709942,553
2728,31.7092701174635,104.1182833000168,4.9,2013-01-08 20:52:48.737894571,553
2729,31.739356184165896,104.18283721035027,3.9,2013-01-08 23:05:12.934033557,553
2730,31.476005152510606,104.10396739174826,3.8,2013-01-08 22:53:37.734471959,553
2727,31.449938987033743,103.91029013838124,5.0,2013-01-08 02:32:34.974793182,565
2728,31.57845507463021,103.84805939174835,3.8,2013-01-08 08:06:56.207884406,565
2727,30.166655045885403,102.85645106905574,3.8,2013-01-08 17:30:05.242771642,592
2727,31.228924780791058,103.76122081063029,4.2,2013-01-08 03:30:19.766148685,602
2727,31.25563996362778,103.60081542134525,3.8,2013-01-08 02:03:48.962818855,608
2727,26.982651846345625,102.93180653600095,4.6,2013-01-08 16:31:00.092953216,611
2727,27.64627442909216,104.06280255549581,5.4,2013-01-08 22:51:37.953738570,622
2728,26.40752712669401,100.59929748742694,4.1,2013-01-08 01:27:48.574001000,625
2727,23.417115734127723,99.43699630471394,4.2,2013-01-08 23:12:27.029044002,634
2727,25.146983197130186,99.9517677331432,3.8,2013-01-08 03:51:26.703181967,641
2728,28.071553303137552,104.14907009756239,4.2,2013-01-08 03:00:06.761663000,642
2727,25.45258855604788,102.0095721600414,4.0,2013-01-08 13:57:41.148790902,650
2727,23.10743302402496,101.21740116102124,3.9,2013-01-08 06:31:27.920836651,656
2727,31.309961792332974,103.49623907445435,5.1,2013-01-08 21:29:57.969286968,669
2727,27.068192788789304,102.76346814352229,3.9,2013-01-08 19:23:59.043480411,678
2727,29.343213394741355,105.23304576145817,4.2,2013-01-08 03:07:17.665852951,679
2728,25.46525946278875,101.86214820311359,3.8,2013-01-08 23:50:47.732976000,699
2728,25.65250883309061,99.89399583811233,4.1,2013-01-08 16:31:25.109767000,702
2728,24.152499816231106,103.03723269552185,4.1,2013-01-08 00:20:11.520669000,728
2729,24.094610048074628,103.00178155111271,4.6,2013-01-08 02:59:23.320948535,728
2727,29.17020664172354,104.54086919341808,4.2,2013-01-08 13:38:28.481078062,736
2727,24.804560690997775,99.04647046751433,3.8,2013-01-08 11:05:01.476113180,743
2728,31.098586484300125,100.60348709698671,3.8,2013-01-08 19:41:53.956651000,745
2727,30.97897102766439,103.22038232171683,3.9,2013-01-08 04:13:50.792687252,749
2727,25.513907824858798,101.88360851878538,5.0,2013-01-08 12:37:09.210792277,750
2727,22.222488311072755,99.37659772975934,4.2,2013-01-08 09:36:54.089514230,758
2727,27.691600822348434,104.03381084668197,4.2,2013-01-08 02:47:45.613654406,759
2728,27.42884756278143,104.71305715568035,3.9,2013-01-08 09:42:54.674828041,759
2728,24.547993827481502,99.30602748654054,5.4,2013-01-08 06:37:33.757757000,760
2727,31.36013311164214,104.14473560937662,3.8,2013-01-08 04:03:18.766631904,763
2728,27.043201484737097,102.59013511124292,5.0,2013-01-08 05:34:13.873079000,772
2727,27.08508411981416,100.81563718006865,4.1,2013-01-08 22:18:42.260163039,774
2728,24.705427114148794,101.88833188575379,3.8,2013-01-08 03:40:27.367841000,778
2727,23.328875180447252,99.94488914634302,5.1,2013-01-08 21:05:01.823055215,782
2728,23.374170551912943,99.9155331544817,4.8,2013-01-08 21:59:54.084446409,782
2727,30.9495109689056,103.22520144871515,4.2,2013-01-08 12:28:10.952112436,787
2727,31.713262943168726,104.02041476449618,4.4,2013-01-08 12:01:07.464905541,801
2728,31.72010738633611,103.95642005019516,4.7,2013-01-08 14:05:20.861012918,801
2727,27.01820348703087,102.740626752989,5.2,2013-01-08 01:41:45.041447224,829
2727,25.94909391076772,102.29141146623968,4.5,2013-01-08 01:55:07.003940126,852
2727,25.153201714001312,101.88606412215344,4.7,2013-01-08 17:24:57.934659903,859
2728,25.164057345212882,101.91769797696274,3.8,2013-01-08 17:41:34.656427671,859
2727,27.584896027023316,104.0550941750904,4.7,2013-01-08 19:30:19.669952289,870
2727,31.01081978255583,100.14799194467926,3.9,2013-01-08 23:15:23.342916168,883
2727,29.323787745396846,105.23587691770935,3.8,2013-01-08 19:35:32.410803450,894
2728,29.39883131689748,105.20105807495351,4.0,2013-01-08 20:31:26.136808154,894
2727,26.07288166185056,101.09177701509653,4.0,2013-01-08 14:16:27.493722383,932
2727,31.31971371172366,103.51501226617467,3.8,2013-01-08 15:02:37.703968196,936
2728,25.35055684313704,100.46994005965132,3.9,2013-01-08 06:00:55.821437000,948
