Id,time,longitude,latitude,magnitude,x,y,mc_current,index_from_zero,int_lambd,lambd,lambd_star,LL,TLL,SLL
2774,1971-01-01 20:40:00,100.28,27.43,3.0,-7.871011094706424,-178.0063840740442,3.0,0,0.0,0.0,0.0,-inf,-inf,
2779,1971-01-03 11:36:00,102.33,26.0,3.0,-168.14892462458428,24.61976632074175,3.0,1,0.0,0.0,0.0,-inf,-inf,
2796,1971-01-10 20:46:00,103.0,24.38,3.3000000000000003,-347.9777642520424,92.84922028556387,3.0,2,0.0,0.0,0.0,-inf,-inf,
2805,1971-01-13 07:01:00,102.97,31.35,3.2,427.0337463231932,84.22742141582292,3.0,3,0.0,0.0,0.0,-inf,-inf,
2816,1971-01-16 21:06:00,103.1,31.47,3.0,440.4759799760483,96.46231548823572,3.0,4,0.0,0.0,0.0,-inf,-inf,
2827,1971-01-18 07:54:00,99.7,27.3,3.0,-21.3614850776402,-235.51753436138011,3.0,5,0.0,0.0,0.0,-inf,-inf,
2828,1971-01-18 07:54:00,100.18,27.57,3.0,7.844077144575677,-187.6357740970905,3.0,6,0.0,0.0,0.0,-inf,-inf,
2854,1971-01-29 11:41:00,100.18,24.55,3.8000000000000003,-327.9761790997063,-192.62313903315655,3.0,7,0.0,0.0,0.0,-inf,-inf,
2871,1971-02-05 17:10:00,99.5,25.27,6.1000000000000005,-246.70618474431265,-259.84958647336464,3.0,8,0.0,0.0,0.0,-inf,-inf,
2872,1971-02-05 17:25:00,99.5,25.27,3.3000000000000003,-246.70618474431265,-259.84958647336464,3.0,9,0.0,0.0,0.0,-inf,-inf,
2896,1971-02-06 00:31:00,99.45,25.13,3.0,-262.1714910363653,-265.1910933029585,3.0,10,0.0,0.0,0.0,-inf,-inf,
2898,1971-02-06 02:13:00,99.58,25.0,3.4000000000000004,-276.8917675758064,-252.37870561476103,3.0,11,0.0,0.0,0.0,-inf,-inf,
2900,1971-02-06 05:52:00,99.57,25.0,3.0,-276.8719464023826,-253.38660762960745,3.0,12,0.0,0.0,0.0,-inf,-inf,
2901,1971-02-06 05:56:00,103.35,27.88,3.0,41.5114905963202,124.46262779469345,3.0,13,0.0,0.0,0.0,-inf,-inf,
2905,1971-02-06 07:28:00,103.47,28.0,3.8000000000000003,54.98170438491453,136.10606280764742,3.0,14,0.0,0.0,0.0,-inf,-inf,
2906,1971-02-06 10:52:00,99.6,25.0,3.0,-276.931172802275,-250.36289707115716,3.0,15,0.0,0.0,0.0,-inf,-inf,
2908,1971-02-06 13:59:00,101.82,26.83,3.3000000000000003,-75.85356799734453,-26.164804685037534,3.0,16,0.0,0.0,0.0,-inf,-inf,
2927,1971-02-09 22:20:00,99.98,24.52,3.3000000000000003,-330.99605231640373,-212.91114752536055,3.0,17,0.0,0.0,0.0,-inf,-inf,
2933,1971-02-11 00:19:00,99.53,24.6,3.0,-321.2731191314817,-258.2786197340839,3.0,18,0.0,0.0,0.0,-inf,-inf,
2936,1971-02-11 14:25:00,99.55,25.05,4.1000000000000005,-271.271928606348,-255.2951260628273,3.0,19,0.0,0.0,0.0,-inf,-inf,
2946,1971-02-13 06:40:00,99.6,24.93,3.4000000000000004,-284.7153490690385,-250.50991638460332,3.0,20,0.0,0.0,0.0,-inf,-inf,
