target_id,time,longitude,latitude,magnitude,x,y,mc_current,mc_current_above_ref,mu,P_triggered,P_background,zeta_plus_1
62765,1986-01-01 17:26:00,99.0,26.2,3.2,-180.55742448009585,-318.97361860482914,3.2,0.0,1.708701370482781e-07,0.11530779799925793,0.8846922020007421,1.0
62782,1986-01-04 18:52:00,104.17,32.43,3.9000000000000004,509.6699415294945,185.3638495763198,3.2,0.0,1.708701370482781e-07,0.6083684776136126,0.3916315223863874,1.0
62793,1986-01-05 17:41:00,103.33,21.88,3.9000000000000004,-664.4976730644818,117.12347470768586,3.2,0.0,1.708701370482781e-07,0.18143032808181367,0.8185696719181863,1.0
62798,1986-01-06 06:49:00,102.62,23.7,3.5,-462.557497299932,43.10984425657249,3.2,0.0,1.708701370482781e-07,0.31689307546180295,0.6831069245381969,1.0
62801,1986-01-06 17:31:00,99.95,27.58,3.5,-29.168926302427376,-221.4480617919376,3.2,0.0,1.708701370482781e-07,0.054937402051980305,0.9450625979480197,1.0
62803,1986-01-06 18:28:00,99.95,27.62,3.2,-24.72097662623081,-221.36700312919368,3.2,0.0,1.708701370482781e-07,0.9993210413461429,0.0006789586538572465,1.0
62804,1986-01-06 19:23:00,100.03,27.53,3.8000000000000003,-34.8703644730642,-213.66216843598752,3.2,0.0,1.708701370482781e-07,0.9963553074124939,0.003644692587506089,1.0
62808,1986-01-07 04:25:00,99.98,27.57,3.4000000000000004,-30.33458147276265,-218.5117389481779,3.2,0.0,1.708701370482781e-07,0.9982288325413948,0.001771167458605219,1.0
62827,1986-01-08 10:25:00,100.17,26.22,3.6,-180.77569394190465,-202.2157554707083,3.2,0.0,1.708701370482781e-07,0.11332801474562076,0.8866719852543792,1.0
63022,1986-01-23 14:54:00,99.77,21.47,3.3000000000000003,-708.2774473265387,-251.64842939728717,3.2,0.0,1.708701370482781e-07,0.08791582062908512,0.9120841793709149,1.0
63024,1986-01-23 21:36:00,98.8,29.62,3.5,200.28401133665787,-328.3722853364305,3.2,0.0,1.708701370482781e-07,0.004654262374218994,0.995345737625781,1.0
63058,1986-01-26 11:14:00,100.72,27.13,3.2,-80.356520960454,-146.1619918373219,3.2,0.0,1.708701370482781e-07,0.34254699290386714,0.657453007096133,1.0
63075,1986-01-28 04:31:00,98.6,29.7,3.7,209.7424094023586,-347.42842543366623,3.2,0.0,1.708701370482781e-07,0.43639904845533645,0.5636009515446635,1.0
63089,1986-01-29 00:49:00,99.32,22.63,3.3000000000000003,-578.3372622601735,-295.6621348000002,3.2,0.0,1.708701370482781e-07,0.08331920435475346,0.9166807956452466,1.0
63127,1986-01-31 13:09:00,99.97,27.53,3.4000000000000004,-34.764721046064466,-219.57751387743403,3.2,0.0,1.708701370482781e-07,0.9197963545621883,0.08020364543781162,1.0
63130,1986-02-01 01:03:00,101.3,32.0,3.6,460.6132135505367,-84.65546768786541,3.2,0.0,1.708701370482781e-07,0.3090124248879337,0.6909875751120664,1.0
63131,1986-02-01 01:04:00,101.2,32.1,3.7,471.80892864591885,-93.99445364871514,3.2,0.0,1.708701370482781e-07,0.9989402263412428,0.0010597736587571293,1.0
63135,1986-02-01 09:35:00,103.47,21.68,4.0,-686.6045408403005,131.79506470661207,3.2,0.0,1.708701370482781e-07,0.9467099811458006,0.05329001885419936,1.0
63140,1986-02-01 19:50:00,100.57,26.33,3.4000000000000004,-169.12795218849493,-162.15648199717717,3.2,0.0,1.708701370482781e-07,0.07507406635154631,0.9249259336484537,1.0
63195,1986-02-05 17:57:00,98.8,25.07,3.4000000000000004,-305.6946201264521,-342.23562684484943,3.2,0.0,1.708701370482781e-07,0.19101502219193275,0.8089849778080673,1.0
63204,1986-02-06 05:59:00,98.5,29.7,5.2,210.03569026600883,-357.08428559471497,3.2,0.0,1.708701370482781e-07,0.7297962053081827,0.2702037946918174,1.0
63214,1986-02-07 15:02:00,97.23,25.78,3.6,-221.49400265402463,-497.3135520055624,3.2,0.0,1.708701370482781e-07,0.056483718135212906,0.9435162818647871,1.0
63251,1986-02-10 06:01:00,100.03,22.4,4.0,-605.3286144825344,-223.10256582756944,3.2,0.0,1.708701370482781e-07,0.46860785795356247,0.5313921420464376,1.0
63255,1986-02-10 21:32:00,102.82,25.83,3.4000000000000004,-225.62834047630656,62.36946520282227,3.2,0.0,1.708701370482781e-07,0.7665364052496173,0.23346359475038286,1.0
63264,1986-02-11 20:28:00,101.0,21.93,3.5,-658.8791447626718,-123.68495489090556,3.2,0.0,1.708701370482781e-07,0.2267154130819099,0.7732845869180901,1.0
63276,1986-02-12 17:01:00,102.85,25.92,3.8000000000000003,-215.60547797157605,65.32164750904923,3.2,0.0,1.708701370482781e-07,0.9579173409025666,0.042082659097433334,1.0
63284,1986-02-13 01:51:00,102.83,25.93,3.2,-214.50379312521244,63.31560818746864,3.2,0.0,1.708701370482781e-07,0.9999997461942953,2.5380570456224e-07,1.0
63287,1986-02-13 04:47:00,102.77,25.92,3.5,-215.64463577421947,57.31946752377301,3.2,0.0,1.708701370482781e-07,0.9966721254049487,0.0033278745950513105,1.0
63299,1986-02-15 03:55:00,98.07,24.03,3.4000000000000004,-419.1707810119066,-419.3689500628819,3.2,0.0,1.708701370482781e-07,0.07884102189363462,0.9211589781063654,1.0
63353,1986-02-20 23:13:00,100.9,21.93,3.4000000000000004,-658.7809083650378,-134.01785635666891,3.2,0.0,1.708701370482781e-07,0.728489081587159,0.271510918412841,1.0
63362,1986-02-22 04:38:00,99.1,28.7,3.4000000000000004,97.1970557994676,-302.0379128534145,3.2,0.0,1.708701370482781e-07,0.019687984099697634,0.9803120159003024,1.0
63380,1986-02-24 06:06:00,104.7,31.2,3.4000000000000004,373.8546068802275,238.18537908363783,3.2,0.0,1.708701370482781e-07,0.00438294436762147,0.9956170556323785,1.0
63382,1986-02-24 06:10:00,99.28,21.92,3.8000000000000003,-657.2037002661526,-301.4197885375448,3.2,0.0,1.708701370482781e-07,0.7669992242042182,0.23300077579578177,1.0
63412,1986-02-27 06:15:00,99.15,21.8,3.5,-670.2434786810755,-315.13874986343444,3.2,0.0,1.708701370482781e-07,0.7256595798040896,0.2743404201959105,1.0
63456,1986-03-01 23:10:00,99.22,24.85,3.2,-331.2263624903327,-300.4860134728714,3.2,0.0,1.708701370482781e-07,0.7865868073512219,0.213413192648778,1.0
63519,1986-03-06 07:52:00,103.15,21.9,4.9,-662.4216184674116,98.50191398975792,3.2,0.0,1.708701370482781e-07,0.2480188073893766,0.7519811926106235,1.0
63520,1986-03-06 07:57:00,103.17,21.88,3.2,-664.6303768057611,100.58432948821525,3.2,0.0,1.708701370482781e-07,0.9999758815613199,2.411843868021504e-05,1.0
63529,1986-03-07 05:29:00,104.6,29.75,3.2,212.4221845088768,232.01345821837236,3.2,0.0,1.708701370482781e-07,0.021549681010641013,0.978450318989359,1.0
63531,1986-03-07 05:46:00,98.95,29.57,4.2,194.323380337362,-314.0289162231704,3.2,0.0,1.708701370482781e-07,0.24025243054890527,0.7597475694510947,1.0
63562,1986-03-09 13:02:00,103.22,21.9,3.4000000000000004,-662.3671399613306,105.73671361023112,3.2,0.0,1.708701370482781e-07,0.9765663797421036,0.02343362025789651,1.0
63569,1986-03-10 06:31:00,100.27,27.92,3.2,8.103006989277732,-189.32067621764227,3.2,0.0,1.708701370482781e-07,0.05309359541851286,0.9469064045814871,1.0
63614,1986-03-13 16:41:00,100.17,26.2,5.2,-182.99967294637992,-202.25119054080008,3.2,0.0,1.708701370482781e-07,0.9165398153135161,0.08346018468648388,1.0
63658,1986-03-18 09:22:00,103.0,26.72,4.6000000000000005,-126.56184592463715,79.76276983664765,3.2,0.0,1.708701370482781e-07,0.3208064774086356,0.6791935225913645,1.0
63712,1986-03-25 05:27:00,101.73,23.08,3.4000000000000004,-531.4830386448317,-47.82354475489349,3.2,0.0,1.708701370482781e-07,0.17247744795896486,0.8275225520410352,1.0
63719,1986-03-25 19:46:00,102.83,27.17,4.1000000000000005,-76.62162434057264,62.62422726022508,3.2,0.0,1.708701370482781e-07,0.5274159950441261,0.4725840049558738,1.0
63733,1986-03-27 02:25:00,99.2,21.8,3.4000000000000004,-670.3624779769377,-309.96823934626764,3.2,0.0,1.708701370482781e-07,0.8198251751897099,0.18017482481029015,1.0
63762,1986-03-29 14:44:00,98.95,25.98,4.3,-204.8938663981679,-324.58401630633193,3.2,0.0,1.708701370482781e-07,0.49697760874203367,0.5030223912579663,1.0
63805,1986-04-03 14:45:00,99.3,21.3,3.2,-726.1991617329933,-300.7583245492697,3.2,0.0,1.708701370482781e-07,0.030867611663135515,0.9691323883368644,1.0
63814,1986-04-04 09:12:00,100.27,24.73,3.4000000000000004,-346.62018169485486,-194.7077674710481,3.2,0.0,1.708701370482781e-07,0.07288246850689337,0.9271175314931066,1.0
63913,1986-04-12 09:17:00,102.78,25.97,3.5,-210.0802568106929,58.294417275778194,3.2,0.0,1.708701370482781e-07,0.9361086628776233,0.06389133712237667,1.0
63918,1986-04-13 02:53:00,102.82,26.43,4.2,-158.9111533678467,62.04334604691272,3.2,0.0,1.708701370482781e-07,0.2413064731778911,0.7586935268221089,1.0
63951,1986-04-14 18:46:00,99.35,26.32,3.4000000000000004,-168.0584060231752,-283.76008116467625,3.2,0.0,1.708701370482781e-07,0.16766898317315526,0.8323310168268447,1.0
63960,1986-04-15 05:59:00,103.2,21.57,4.3,-699.0779801053371,103.9292975031093,3.2,0.0,1.708701370482781e-07,0.20872500304301128,0.7912749969569887,1.0
63968,1986-04-15 20:53:00,99.22,21.98,3.3000000000000003,-650.3918096456055,-307.4778733473777,3.2,0.0,1.708701370482781e-07,0.9999984562270805,1.5437729195263584e-06,1.0
63969,1986-04-15 21:09:00,102.6,23.63,3.3000000000000003,-470.3477094547145,41.09494517687221,3.2,0.0,1.708701370482781e-07,0.5124671748059303,0.48753282519406965,1.0
63993,1986-04-17 09:42:00,101.17,22.53,4.4,-592.3100981625698,-105.62936995322276,3.2,0.0,1.708701370482781e-07,0.4048772858732456,0.5951227141267543,1.0
63997,1986-04-17 11:36:00,101.27,22.35,4.2,-612.4025786752736,-95.47722050623192,3.2,0.0,1.708701370482781e-07,0.9760941128620781,0.023905887137921873,1.0
64014,1986-04-18 08:05:00,101.15,22.38,3.3000000000000003,-608.9732162156533,-107.81191041390504,3.2,0.0,1.708701370482781e-07,0.9628898156056735,0.037110184394326444,1.0
64032,1986-04-20 03:59:00,99.4,26.72,3.3000000000000003,-123.6903232686077,-277.792402178692,3.2,0.0,1.708701370482781e-07,0.05709248386922542,0.9429075161307746,1.0
64077,1986-04-25 17:25:00,99.1,21.9,3.5,-659.0014298445918,-320.0654786768658,3.2,0.0,1.708701370482781e-07,0.7705643338791,0.22943566612089997,1.0
64112,1986-04-28 16:16:00,104.67,29.1,4.1000000000000005,140.2808926062437,240.27935159031423,3.2,0.0,1.708701370482781e-07,0.31169250064469023,0.6883074993553099,1.0
64115,1986-04-28 19:24:00,102.77,27.85,3.2,-1.0378751687739762,56.33796602044825,3.2,0.0,1.708701370482781e-07,0.026344733694619107,0.973655266305381,1.0
64152,1986-05-02 20:27:00,101.28,21.97,3.4000000000000004,-654.6644402323568,-94.72356019064864,3.2,0.0,1.708701370482781e-07,0.2773368900537753,0.7226631099462246,1.0
64168,1986-05-04 01:04:00,104.07,24.9,3.2,-327.7978814257583,188.98917145910823,3.2,0.0,1.708701370482781e-07,0.004876811299076135,0.9951231887009239,1.0
64172,1986-05-04 23:05:00,103.37,32.55,3.3000000000000003,522.0003878182446,110.06780190491844,3.2,0.0,1.708701370482781e-07,0.013650877998061242,0.9863491220019388,1.0
64181,1986-05-06 08:55:00,99.23,22.02,3.7,-645.9668614594282,-306.3514242387837,3.2,0.0,1.708701370482781e-07,0.9999989161739318,1.0838260684573453e-06,1.0
64203,1986-05-08 11:18:00,101.27,23.07,4.7,-532.3412881943383,-94.94060160632262,3.2,0.0,1.708701370482781e-07,0.7204977865622348,0.2795022134377651,1.0
64285,1986-05-16 20:20:00,99.47,28.15,3.2,35.17203816634573,-267.33689163189075,3.2,0.0,1.708701370482781e-07,0.04502383459265481,0.9549761654073452,1.0
