Id,time,longitude,latitude,magnitude,x,y,mc_current,index_from_zero,int_lambd,lambd,lambd_star,LL,TLL,SLL
2796,1971-01-10 20:46:00,103.0,24.38,3.3000000000000003,-386.7596097970719,81.38032678233427,3.2,0,0.0,0.0,0.0,-inf,-inf,
2805,1971-01-13 07:01:00,102.97,31.35,3.2,388.2531880483171,73.45294417925302,3.2,1,0.0,0.0,0.0,-inf,-inf,
2854,1971-01-29 11:41:00,100.18,24.55,3.8000000000000003,-366.4949196544529,-204.10693181834137,3.2,2,0.0,0.0,0.0,-inf,-inf,
2871,1971-02-05 17:10:00,99.5,25.27,6.1000000000000005,-285.15344987233044,-271.26380992697284,3.2,3,0.0,0.0,0.0,-inf,-inf,
2872,1971-02-05 17:25:00,99.5,25.27,3.3000000000000003,-285.15344987233044,-271.26380992697284,3.2,4,0.0,0.0,0.0,-inf,-inf,
2898,1971-02-06 02:13:00,99.58,25.0,3.4000000000000004,-315.3476562199093,-263.8209550984388,3.2,5,0.0,0.0,0.0,-inf,-inf,
2905,1971-02-06 07:28:00,103.47,28.0,3.8000000000000003,16.159609453125693,124.9834211127931,3.2,6,0.0,0.0,0.0,-inf,-inf,
2908,1971-02-06 13:59:00,101.82,26.83,3.3000000000000003,-114.53148959372908,-37.4063411610284,3.2,7,0.0,0.0,0.0,-inf,-inf,
2927,1971-02-09 22:20:00,99.98,24.52,3.3000000000000003,-369.4941687014373,-224.39996233732208,3.2,8,0.0,0.0,0.0,-inf,-inf,
2936,1971-02-11 14:25:00,99.55,25.05,4.1000000000000005,-309.7246041851059,-266.7323214307744,3.2,9,0.0,0.0,0.0,-inf,-inf,
2946,1971-02-13 06:40:00,99.6,24.93,3.4000000000000004,-323.17338914411835,-261.95938561348026,3.2,10,0.0,0.0,0.0,-inf,-inf,
2960,1971-02-16 14:34:00,98.78,24.58,3.9000000000000004,-360.1326875369512,-345.66761566565185,3.2,11,0.0,0.0,0.0,-inf,-inf,
